ShoulderDistance,EyeDistance,ShoulderEyeDistance,ShoulderSlope,EyeSlope,WristEyeDistance,posture
469.5402006,134.5362405,263.2299375,0.081196581,0.089552239,-1,0
640.0703086,111.6467644,412.788384,0.844580777,0.108108108,-1,0
835.9354042,89,178.5140051,0.615168539,0,-1,0
790.8944304,112,145.0396498,0.637181409,0,-1,0
501.9103506,90,333.5003748,1.5917603,0,-1,0
808.084154,111,181.7037424,0.460490463,0,-1,0
453.8953624,112.7519401,338.2521249,1.211072664,0.116071429,-1,0
766.0456905,111.6467644,124.5521979,0.790349418,0.108108108,-1,0
378.8258175,90,237.7546004,0.066137566,0,-1,0
506.6764253,89.80534505,358.7087955,1.286173633,0.134831461,-1,0
379.8236433,111.6467644,232.5430068,0.065963061,0.108108108,-1,0
675.4502202,134.5362405,478.6765609,1.04496788,0.089552239,-1,0
731.5435735,156.4608577,76.92203845,0.936329588,0.076923077,-1,0
717.4322268,133,76.72352964,0.735294118,0,-1,0
497.2574786,111,373.430047,1.247588424,0,-1,0
740.4897028,134.6291202,45.88027899,0.960674157,0.097014925,-1,0
882.3831367,156.4608577,81.83520025,0.797101449,0.076923077,-1,0
693.7276123,133,456.4167503,1.098501071,0,-1,0
888.1193613,133,146.6466842,0.68119891,0,-1,0
445,111.6467644,269.2248131,0,0.108108108,-1,0
841.4618233,156.4608577,93.70432221,0.769115442,0.076923077,-1,0
445.1617683,134,269.0004647,0.026966292,0,-1,0
791.3741214,134.6291202,71.22148552,0.783306581,0.097014925,-1,0
684.1703004,134.5362405,478.8770719,1.070663812,0.089552239,-1,0
423.1997164,111.7586686,239.0146439,0.030732861,0.117117117,-1,0
424.6151198,112.7519401,238.0005252,0.087470449,0.116071429,-1,0
513.3351732,133.5402561,300.7199694,0.072265625,0.090225564,-1,0
423.7381267,133.6338281,246.221445,0.059101655,0.097744361,-1,0
423.7381267,111,251.4642122,0.059101655,0,-1,0
468.6672594,133.5402561,296.399224,0.053418803,0.090225564,-1,0
378.8258175,111,226.6197255,0.066137566,0,-1,0
401.2106679,112.6410227,227.9747793,0.032418953,0.107142857,-1,0
401.778546,89,226.5706292,0.06234414,0,-1,0
514.4356131,133.6338281,296.399224,0.09765625,0.097744361,-1,0
401,111,227.4071239,0,0,-1,0
378.8258175,111.7586686,223.4753901,0.066137566,0.117117117,-1,0
401.2106679,90.7964757,229.8488634,0.032418953,0.133333333,-1,0
467.6686861,111.7586686,277.2183255,0.053533191,0.117117117,-1,0
424.6151198,111.6467644,229.9461894,0.087470449,0.108108108,-1,0
491.4712606,135.3292282,277.5833208,0.07755102,0.187969925,-1,0
400.7804885,111.6467644,222.0416628,0.0625,0.108108108,-1,0
467.6686861,133.6338281,271.0166047,0.053533191,0.097744361,-1,0
379,89,215.5411794,0,0,-1,0
357.2016237,112.6410227,215.618297,0.033613445,0.107142857,-1,0
489.1472171,156.5407295,302.3615386,0.024539877,0.083333333,-1,0
401.778546,111,240.9112907,0.06234414,0,-1,0
423.1701785,90,246.2889563,0.028368794,0,-1,0
423,111,250,0,0,-1,0
401.778546,111,250.7414007,0.06234414,0,-1,0
534.5848857,134,313.2734429,0.046816479,0,-1,0
401.2106679,112.6410227,232.2294124,0.032418953,0.107142857,-1,0
491.4712606,134.5362405,295.6907168,0.07755102,0.089552239,-1,0
400.7804885,111.7586686,238.5461171,0.0625,0.117117117,-1,0
401,111,238.2540661,0,0,-1,0
490.1469168,134.6291202,300.5,0.024489796,0.097014925,-1,0
378.1904282,112.6410227,238,0.031746032,0.107142857,-1,0
378,89.80534505,232.2374862,0,0.134831461,-1,0
378,112,226,0,0,-1,0
707.7994066,133,503.7352976,0.787769784,0,-1,0
490.1724186,134.5362405,300.5,0.026530612,0.089552239,-1,0
401.778546,111,250.7414007,0.06234414,0,-1,0
400,89,238.0005252,0,0,-1,0
378.1904282,89,207.2661333,0.031746032,0,-1,0
440.2147203,90,334.4357188,1.310861423,0,-1,0
835.9162637,134,143.2096365,0.544959128,0,-1,0
539.9203645,112,378.5003303,1.276276276,0,-1,0
901.2047492,111.6467644,189.0006614,0.515605493,0.108108108,-1,0
771.6430522,156,88.55083286,0.581709145,0,-1,0
378,90,226.2675408,0,0,-1,0
379.189926,111,219,0.031662269,0,-1,0
467.1809071,111.6467644,276.377007,0.027837259,0.108108108,-1,0
927.8900797,133,134.8452817,0.711640212,0,-1,0
725.2089354,111,79.79504997,0.757785467,0,-1,0
401,112,225.2936972,0,0,-1,0
779.6595411,134.5362405,83.95981181,0.679069767,0.089552239,-1,0
842.2143433,111,156.7178994,0.5626703,0,-1,0
430.7354176,112,349.1836909,1.265917603,0,-1,0
356.2372805,111,206.81997,0.036516854,0,-1,0
356,111,213.3102201,0,0,-1,0
445.701694,111,262.7303751,0.056179775,0,-1,0
445.1898471,111.7586686,263.2299375,0.029213483,0.117117117,-1,0
578.5568252,89,367.5489763,1.158730159,0,-1,0
378.1904282,112.6410227,213,0.031746032,0.107142857,-1,0
554.4014791,112,367.0003406,1.193820225,0,-1,0
702.6763124,89,146.9532239,0.521669342,0,-1,0
912.9320895,111.6467644,178.4880948,0.546816479,0.108108108,-1,0
746.0898069,90,146.7327503,0.581395349,0,-1,0
892.8387312,134,158.0703957,0.628306878,0,-1,0
493.4784696,90,322.5,1.384083045,0,-1,0
752.7077786,134,96.20420989,0.601550388,0,-1,0
379,111,201,0,0,-1,0
379,89.94442729,194.8108057,0,0.146067416,-1,0
356,89,213.0005869,0,0,-1,0
445.1898471,111.6467644,250.7414007,0.029213483,0.108108108,-1,0
356.2021898,111.6467644,213.3102201,0.033707865,0.108108108,-1,0
490.6373406,134.6291202,269.8981289,0.051020408,0.097014925,-1,0
423.1701785,111,219,0.028368794,0,-1,0
401.1795109,111,219.2760817,0.029925187,0,-1,0
554.4014791,112,367.212813,1.193820225,0,-1,0
872.8447743,133,89.23704388,0.844077961,0,-1,0
423.1701785,111,232,0.028368794,0,-1,0
607.0494214,133.6338281,411.5437401,1.256613757,0.097744361,-1,0
771.6430522,134,116.0010776,0.581709145,0,-1,0
816.6663946,156.5407295,112.8106821,0.561797753,0.083333333,-1,0
536.1231202,111,323.001935,2.198198198,0,-1,0
758.6632982,156,60.45246066,0.770382696,0,-1,0
774.1737531,112,90.31195934,0.811980033,0,-1,0
766.0456905,111,111.0011261,0.790349418,0,-1,0
772.8214542,133,69.30007215,0.887543253,0,-1,0
401,111,226.2675408,0,0,-1,0
901.2047492,133,191.0870221,0.515605493,0,-1,0
899.6338144,111,178,0.577663671,0,-1,0
548.292805,111,390.3338315,0.9375,0,-1,0
523.6831103,111.6467644,394.562099,0.845,0.108108108,-1,0
881.7085686,89.94442729,192.7822606,0.530166881,0.146067416,-1,0
731.5435735,134,76.84399781,0.936329588,0,-1,0
446.1894217,134,269.5,0.029147982,0,-1,0
379,89,225.2687284,0,0,-1,0
400.1799595,89,232.0005388,0.03,0,-1,0
810.3857106,111,156.0016026,0.615942029,0,-1,0
754.1578084,156.5407295,103.7653603,0.682182986,0.083333333,-1,0
523.6831103,111,393.6486377,0.845,0,-1,0
334,89.94442729,206.7667768,0,0.146067416,-1,0
423,111,263.918548,0,0,-1,0
334.2528983,111.7586686,213.0005869,0.038922156,0.117117117,-1,0
356.2021898,89,219.0005708,0.033707865,0,-1,0
356.2372805,89.94442729,213.0005869,0.036516854,0.146067416,-1,0
445.701694,111,275.7195133,0.056179775,0,-1,0
468.2104228,111.7586686,346.4350588,1.125401929,0.117117117,-1,0
740.3573462,111,124.5351356,0.642054575,0,-1,0
752.7077786,134,112.8284095,0.601550388,0,-1,0
635.3809881,112,423.0002955,1.125592417,0,-1,0
758.0237463,134,29.06888371,1.007490637,0,-1,0
786.4636037,89,122.6906679,0.697674419,0,-1,0
879.7931575,89,200.5,0.595238095,0,-1,0
909.8752662,111.7586686,193.3500711,0.47144593,0.117117117,-1,0
379.2228896,111,206.5,0.034300792,0,-1,0
423.7381267,111.6467644,256.5,0.059101655,0.108108108,-1,0
423.1997164,111,257.441741,0.030732861,0,-1,0
512.1406057,134.6291202,325.6858149,0.0234375,0.097014925,-1,0
492.6032887,112.7519401,383.7072452,1.09009009,0.116071429,-1,0
714.5830952,133,127.6322843,0.561797753,0,-1,0
818.2328519,156,175.7277724,0.414021164,0,-1,0
468.1538209,134.5362405,288.2099929,0.025641026,0.089552239,-1,0
490.6373406,156.4608577,281.7148381,0.051020408,0.076923077,-1,0
468.5434878,134.5362405,289.9418045,0.08137045,0.089552239,-1,0
1040.069228,178,174.668257,0.548245614,0,-1,0
490.1469168,134,282.8568543,0.024489796,0,-1,0
634.3193202,156.4608577,437.6622556,1.474719101,0.076923077,-1,0
467.6686861,133.6338281,269.2248131,0.053533191,0.097744361,-1,0
554.3545797,134,312.0436668,2.949438202,0,-1,0
593.6000337,134,477.6915846,1.334269663,0,-1,0
790.1708676,156,81.50153373,0.853577371,0,-1,0
597.7064497,134.6291202,464.4136088,1.224867725,0.097014925,-1,0
489.6386423,134.5362405,320.2912737,0.051124744,0.089552239,-1,0
920.413494,201,82.59842614,0.694444444,0,-1,0
913.621913,179,82.52575356,0.678571429,0,-1,0
852.1150157,156.5407295,120.6782913,0.724637681,0.083333333,-1,0
657.5165397,134,435.1781245,1.423280423,0,-1,0
610.201606,134,403.6712772,1.688102894,0,-1,0
559.8830235,156,336.3900266,3.470967742,0,-1,0
593.6000337,133,403.6712772,1.334269663,0,-1,0
969.7927614,133,191.6070197,0.623329283,0,-1,0
578.9309112,134.6291202,369.6281916,2.151639344,0.097014925,-1,0
942.6054318,156,146.7182674,0.744708995,0,-1,0
547.4029594,134.6291202,301.1000664,3.387096774,0.097014925,-1,0
925.6570639,111.6467644,183.3575742,0.641848524,0.108108108,-1,0
423.7381267,134,275.7399137,0.059101655,0,-1,0
823.1482248,134,105.5758022,0.863563403,0,-1,0
547.0685515,134,334.9343219,2.252252252,0,-1,0
489,133,288,0,0,-1,0
964.9067312,134,156.6564713,0.671660424,0,-1,0
877.5608241,178,104.2413066,0.720505618,0,-1,0
972.2489393,156,201.2958022,0.504608295,0,-1,0
854.7514259,134,146.9965986,0.596730245,0,-1,0
902.4306068,156.4608577,144.5034602,0.715258856,0.076923077,-1,0
645.1201438,156,436.2247127,1.511235955,0,-1,0
939.3966149,134,124.9019616,0.67394095,0,-1,0
512.0244135,156,343.4330357,3.148387097,0,-1,0
944.2462603,134,147.6185964,0.624219725,0,-1,0
513.4715182,134,386.6862423,2.085585586,0,-1,0
501.3781008,156.5407295,413.402044,1.795081967,0.083333333,-1,0
951.1939865,133,130.962781,0.640449438,0,-1,0
874.9537131,134,70.43436661,0.779710145,0,-1,0
559.8115754,156,478.0755693,1.351351351,0,-1,0
367.4914965,83,187.6705891,0.051771117,0,-1,0
661.708395,100,93.35148633,0.798839458,0,-1,0
367.1103376,101,192.5,0.024523161,0,-1,0
511.5662225,117.4265728,54.86574523,0.880208333,0.085470085,-1,0
367.4411518,84,197.1832904,0.049046322,0,-1,0
671.3605589,101,108.5932779,0.7,0,-1,0
401.4498723,101,198.2302954,0.047381546,0,-1,0
715.2796656,100,109.573035,0.707191781,0,-1,0
498.7123419,100,325.5311045,1.214511041,0,-1,0
367.1103376,100,193.2058488,0.024523161,0,-1,0
367.4411518,100,197.6897822,0.049046322,0,-1,0
384.4697647,101.4938422,192.687571,0.049479167,0.099009901,-1,0
433.872101,100,300.5415945,1.570815451,0,-1,0
590.3388857,83,53.02122217,0.698347107,0,-1,0
367.1362145,100,183.0006831,0.027247956,0,-1,0
729.2256167,83.48652586,127.0983871,0.68718802,0.108433735,-1,0
435.0126435,100,309,1.424,0,-1,0
367,100,188.0006649,0,0,-1,0
367,100,188.7226801,0,0,-1,0
367.1103376,100,183.5006812,0.024523161,0,-1,0
488.0829847,100,317.2873303,1.283333333,0,-1,0
367.1362145,100,192.7076802,0.027247956,0,-1,0
762.9547824,117,141.5317985,0.494152047,0,-1,0
351.1424212,84,193.0006477,0.028490028,0,-1,0
351.1153657,83.60023923,187.5,0.025641026,0.120481928,-1,0
680.6173668,83,94.34643607,0.790262172,0,-1,0
367,101,188,0,0,-1,0
384.1054543,100.4041832,188.2153022,0.0234375,0.09,-1,0
409.2651952,116.3486141,336.7955611,1.599078341,0.077586207,-1,0
401.1009848,100,192.5006493,0.02244389,0,-1,0
392.5315274,100,259.0004826,3.232758621,0,-1,0
367.1103376,100,192.5006493,0.024523161,0,-1,0
605.2387958,117.3456433,39.05124838,0.824411135,0.076923077,-1,0
474.2457169,100,325.0311524,1.612,0,-1,0
384.1054543,100,192.7102748,0.0234375,0,-1,0
384.1054543,101.4938422,187.6925678,0.0234375,0.099009901,-1,0
687.8001163,100.4041832,94.83142939,0.750909091,0.09,-1,0
409.2004399,101,292.0428051,2,0,-1,0
374.4222216,83.48652586,250.5404159,3.068965517,0.108433735,-1,0
384.1301863,101,183.197298,0.026041667,0,-1,0
595.5375723,117,51.5800349,0.716942149,0,-1,0
386.3107557,100,275,2.373333333,0,-1,0
401,100,188.0006649,0,0,-1,0
384.4697647,100,206.6549056,0.049479167,0,-1,0
368.1358445,100,202,0.027173913,0,-1,0
473.2398969,100,350.2798881,1.22,0,-1,0
723.6090104,100,116.5868775,0.670549085,0,-1,0
400.2811512,101.4938422,292.3354238,1.945355191,0.099009901,-1,0
401,100,198.0006313,0,0,-1,0
616.8451994,100,49.70412458,0.862955032,0,-1,0
458.8779794,101,284.1029743,2.065,0,-1,0
667.36272,101.4938422,80.05623024,0.816247582,0.099009901,-1,0
413.1888188,100,275.0368157,2.566666667,0,-1,0
392.7390991,100.4987562,338.0236678,1.69,0.1,-1,0
384,100,197.2054766,0,0,-1,0
384,100,187.1710448,0,0,-1,0
462.6499757,117,334.0374231,1.293286219,0,-1,0
401.8855558,100.4041832,284.0004401,2.204819277,0.09,-1,0
441.4906568,100,318.0385197,1.60944206,0,-1,0
704.47995,100,108.4619749,0.674657534,0,-1,0
669.805942,134,77.89736838,0.561643836,0,-1,0
368.9620577,100,197.0006345,0.103542234,0,-1,0
625,100.4987562,50.20209159,0.75,0.1,-1,0
655.1610489,100.4987562,76.29547824,0.647272727,0.1,-1,0
421.5874761,100.4987562,292.0428051,2.626666667,0.1,-1,0
655.1610489,100,92.43916919,0.647272727,0,-1,0
756.0588601,117.3456433,101.3422419,0.533733133,0.076923077,-1,0
457.7390086,100,317.6275334,1.690987124,0,-1,0
687.8001163,100,96.02213287,0.750909091,0,-1,0
439.3961766,101.4001972,258.8788327,2.753333333,0.089108911,-1,0
368.1100379,100,192.5,0.024456522,0,-1,0
384.4216435,100,197.1623696,0.046875,0,-1,0
367.4411518,101.4001972,192.5,0.049046322,0.089108911,-1,0
512.7357994,100,341.8076945,1.271293375,0,-1,0
409.2004399,101,292.0428051,2,0,-1,0
701.4684597,101,103.7123426,0.728395062,0,-1,0
384.4697647,100.4041832,202.1583538,0.049479167,0.09,-1,0
592.2541684,100,33.30540497,0.928571429,0,-1,0
654.2812851,100,55.03635162,0.844,0,-1,0
573.7909027,117,47.0026595,0.791111111,0,-1,0
424.3795471,100.4987562,250.680075,3.030075188,0.1,-1,0
699.48624,100,108.0937093,0.659246575,0,-1,0
466.6219026,100,309.1310402,1.576,0,-1,0
679.3121521,100,108.9690323,0.594178082,0,-1,0
422.933801,100.4041832,317.7805847,1.228464419,0.09,-1,0
644.6037543,133.37541,37.91108017,0.744680851,0.07518797,-1,0
642.1907816,100,68.55107585,0.806,0,-1,0
368.4901627,100,197.5,0.051630435,0,-1,0
441.4906568,100,300.500416,1.60944206,0,-1,0
654.2812851,117,62.85896913,0.844,0,-1,0
618.4504831,100,41.36725758,0.795454545,0,-1,0
351.1153657,100.4987562,197.6828268,0.025641026,0.1,-1,0
680.6173668,101,70.3651192,0.790262172,0,-1,0
693.2416606,100,78.44743463,0.767272727,0,-1,0
378.0330673,101,258.9063537,2.313333333,0,-1,0
644.6037543,101,75.20139626,0.744680851,0,-1,0
367.1103376,100,192.5006493,0.024523161,0,-1,0
430.7354176,100,334.0407909,1.265917603,0,-1,0
468.5232118,100,316.5477847,1.441947566,0,-1,0
384.4697647,100,206.6960329,0.049479167,0,-1,0
550.0909016,100,43.93176527,0.778801843,0,-1,0
384.4697647,100.4041832,202.1583538,0.049479167,0.09,-1,0
505.0722721,117,66.45487191,0.945504087,0,-1,0
625,100,67.6701559,0.75,0,-1,0
409.2651952,100,291.8604118,1.599078341,0,-1,0
699.48624,134,82.14164595,0.659246575,0,-1,0
660.6481666,100,92.13576938,0.665454545,0,-1,0
585.7687257,100,43.06100324,0.833333333,0,-1,0
397.8869186,100,250.680075,2.819548872,0,-1,0
453.0397334,100.4041832,333.6352799,1.370786517,0.09,-1,0
690.45275,117,69.33974329,0.694885362,0,-1,0
384.1054543,100,201.7008924,0.0234375,0,-1,0
351.1424212,100,202.1787575,0.028490028,0,-1,0
584.6708476,100,52.63078947,0.67768595,0,-1,0
433.872101,83,309.3169895,1.570815451,0,-1,0
600.826098,100,61.03277808,0.73553719,0,-1,0
742.4675077,100,126.8562178,0.669367909,0,-1,0
384.1054543,101,202.6783166,0.0234375,0,-1,0
473.2398969,100,350.0357125,1.22,0,-1,0
694.03242,100,125.001,0.642123288,0,-1,0
384.4697647,101,206.6748654,0.049479167,0,-1,0
693.9812678,100,118.8465397,0.577371048,0,-1,0
573.7909027,83,38.51298482,0.791111111,0,-1,0
389.4162298,100,250.8909125,2.751879699,0,-1,0
410.5277092,100.4041832,302.3615386,1.450643777,0.09,-1,0
720.5137056,100,108.9036271,0.72260274,0,-1,0
384.1301863,100,193.165732,0.026041667,0,-1,0
437.8333016,100,317.3712337,1.299625468,0,-1,0
623.424414,100,52.84411036,0.884368308,0,-1,0
760.818638,133.37541,106.976633,0.548725637,0.07518797,-1,0
428.9813516,100,259.6598737,3.560344828,0,-1,0
573.5686533,100,34.34020967,0.8640553,0,-1,0
397.8869186,100,250.680075,2.819548872,0,-1,0
439.3961766,101,259.1611468,2.753333333,0,-1,0
680.6173668,100,89.31965069,0.790262172,0,-1,0
629.4227514,100,51.44171459,0.903640257,0,-1,0
734.3602658,83.48652586,126.3615844,0.702163062,0.108433735,-1,0
380.0328933,100,250.6616245,2.676691729,0,-1,0
625,84,92.00135869,0.75,0,-1,0
505.6925944,100,341.6185739,1.242902208,0,-1,0
586.1672116,84,58.69412236,0.907834101,0,-1,0
367.1103376,100,192.5006493,0.024523161,0,-1,0
663.6203734,84,108.3743512,0.737827715,0,-1,0
604.0769818,117.3456433,32.5,0.895555556,0.076923077,-1,0
661.708395,84,85.52485019,0.798839458,0,-1,0
426.2792512,100,275.5367489,2.103825137,0,-1,0
350,84,188,0,0,-1,0
334,83,188.1920562,0,0,-1,0
441.4906568,83.60023923,292.0346726,1.60944206,0.120481928,-1,0
595.5375723,100,75.13487872,0.716942149,0,-1,0
736.9518302,100.4041832,110.1510327,0.653160454,0.09,-1,0
434.4249072,100.4987562,275.8554875,2.153005464,0.1,-1,0
674.8666535,100,116.5686493,0.645502646,0,-1,0
667.36272,100,94.34643607,0.816247582,0,-1,0
510.4595968,83.48652586,325.8009362,1.376666667,0.108433735,-1,0
334,84,188.1701358,0,0,-1,0
351.4612354,101,197.1623696,0.051282051,0,-1,0
368.1358445,100.4987562,197,0.027173913,0.1,-1,0
469.9978723,100,341.5296473,1.094637224,0,-1,0
687.8001163,100,96.02213287,0.750909091,0,-1,0
706.8047821,101,108.4619749,0.744268078,0,-1,0
680.6173668,101,74.23779361,0.790262172,0,-1,0
430.010465,101,258.9063537,2.686666667,0,-1,0
669.4960792,133,68.62215386,0.627865961,0,-1,0
447.7700303,100,342.8067969,1.22614841,0,-1,0
717.3876219,100,125.5995621,0.593192869,0,-1,0
654.2812851,100,74.6860094,0.844,0,-1,0
663.6203734,117.3456433,60.27022482,0.737827715,0.076923077,-1,0
473.2398969,100,334.0239512,1.22,0,-1,0
352.115038,100,202.1787575,0.07977208,0,-1,0
708.3967815,100,116.8866973,0.623960067,0,-1,0
622.653997,101,75.13487872,0.671179884,0,-1,0
616.914905,100,66.73080248,0.937777778,0,-1,0
351.1182137,84,193,0.08,0,-1,0
701.4684597,83,127.9892574,0.728395062,0,-1,0
351.9502806,100,187.6705891,0.105714286,0,-1,0
350.1156952,84,192.5,0.025714286,0,-1,0
593.3338015,117,33.95585369,0.78372591,0,-1,0
334.5399827,83,188.6915472,0.056886228,0,-1,0
648.5129143,84,93.8416219,0.826,0,-1,0
701.4684597,84,95.54318395,0.728395062,0,-1,0
439.3961766,84.59314393,252.1036493,2.753333333,0.119047619,-1,0
586.9054438,83.48652586,55.03635162,0.990407674,0.108433735,-1,0
655.5135391,117,68.55107585,0.779497099,0,-1,0
334.1496671,84,183.2211778,0.02994012,0,-1,0
350.142828,100.4041832,187.6705891,0.028571429,0.09,-1,0
420.4093243,100,309.5835913,1.352,0,-1,0
469.802086,100,325.500384,1.325088339,0,-1,0
644.6037543,117.3456433,62.80127387,0.744680851,0.076923077,-1,0
617.683576,100,93.45185926,0.65377176,0,-1,0
655.1610489,117.3456433,72.12835781,0.647272727,0.076923077,-1,0
458.8779794,84,275.6215703,2.065,0,-1,0
671.3605589,100.4987562,92.00135869,0.7,0.1,-1,0
667.36272,101,78.44743463,0.816247582,0,-1,0
367.4914965,100,197.5006329,0.051771117,0,-1,0
690.45275,100,116.5,0.694885362,0,-1,0
433.212419,100,326.3835933,1.159010601,0,-1,0
351.5138689,100.4041832,202.1787575,0.054131054,0.09,-1,0
605.2387958,100,66.65208174,0.824411135,0,-1,0
636.8398543,100,84.25704718,0.649812734,0,-1,0
378.0330673,101,258.9063537,2.313333333,0,-1,0
718.6355126,100,116.5,0.655574043,0,-1,0
417.080328,101.4001972,283.6591264,1.83,0.089108911,-1,0
623.424414,100,52.84411036,0.884368308,0,-1,0
384.4697647,101,197.6828268,0.049479167,0,-1,0
736.9518302,84,133.5758212,0.653160454,0,-1,0
482.772203,100,309.1460011,1.652,0,-1,0
756.3240046,133.3041635,114.4901743,0.591397849,0.067669173,-1,0
655.5135391,101,75.13487872,0.779497099,0,-1,0
469.802086,100.4041832,325.5384002,1.325088339,0.09,-1,0
658.316793,100.4987562,100.00125,0.720973783,0.1,-1,0
465.5491381,100,334.1212355,1.186666667,0,-1,0
590.3388857,100,64.84597135,0.698347107,0,-1,0
623.424414,83.60023923,58.17430704,0.884368308,0.120481928,-1,0
433.2597373,83,300.150379,1.728110599,0,-1,0
598.9273746,100.4041832,49.75188439,0.802997859,0.09,-1,0
439.3961766,101,258.6745059,2.753333333,0,-1,0
720.5137056,100,108.9036271,0.72260274,0,-1,0
351,83.48652586,183.5,0,0.108433735,-1,0
334.1212355,84,183.6743041,0.026946108,0,-1,0
417,117,225,0,0,-1,0
334.1496671,84,183.1747799,0.02994012,0,-1,0
333,84,188.1920562,0,0,-1,0
425.470328,100,317.6275334,1.527896996,0,-1,0
380.0328933,101,267.6751763,2.676691729,0,-1,0
412.4124149,100,326.6710884,1.312,0,-1,0
699.48624,101.4938422,91.50136611,0.659246575,0.099009901,-1,0
660.6481666,100,92.13576938,0.665454545,0,-1,0
439.3961766,100.4041832,275.356133,2.753333333,0.09,-1,0
658.316793,100,83.18202931,0.720973783,0,-1,0
693.9812678,100,100.5509821,0.577371048,0,-1,0
491.7906058,100.4041832,333.7937237,1.546816479,0.09,-1,0
660.6481666,100,92.13576938,0.665454545,0,-1,0
450.6939094,84,317.0003943,1.5,0,-1,0
679.7896734,101,100.00125,0.661375661,0,-1,0
408.3331973,101,283.6428212,1.78,0,-1,0
443.2335727,100.4041832,309.0004045,1.464,0.09,-1,0
579.6697336,117,66.50187967,0.659090909,0,-1,0
727.2647386,100.4987562,125.500996,0.623987034,0.1,-1,0
612.2752649,83,66.50187967,0.774793388,0,-1,0
510.4595968,100.4041832,334.2932844,1.376666667,0.09,-1,0
605.2387958,100,49.80461826,0.824411135,0,-1,0
401.8855558,100,267.0468124,2.204819277,0,-1,0
593.3338015,100,49.75188439,0.78372591,0,-1,0
367.1362145,84,192.1880589,0.027247956,0,-1,0
647.3886005,117,81.48159301,0.685393258,0,-1,0
482.772203,100,293.2920899,1.652,0,-1,0
350,84,188,0,0,-1,0
491.0336037,84,333.6352799,1.1829653,0,-1,0
674.8666535,100,93.92150978,0.645502646,0,-1,0
367,84,197.1832904,0,0,-1,0
482.772203,83,300.6501289,1.652,0,-1,0
542.4923963,83,36.04511063,0.832134293,0,-1,0
660.6481666,84,100.9752445,0.665454545,0,-1,0
350.142828,84.59314393,197,0.028571429,0.119047619,-1,0
655.0366402,84,111.12268,0.578483245,0,-1,0
585.7687257,83,66.50187967,0.833333333,0,-1,0
350.142828,100,193.165732,0.028571429,0,-1,0
638.6814542,117.4265728,55.24717187,0.725338491,0.085470085,-1,0
351,100.4987562,183.197298,0,0.1,-1,0
367,100,188.0006649,0,0,-1,0
350,84,188,0,0,-1,0
367,100.4041832,183.5006812,0,0.09,-1,0
650.3145393,117.3456433,68.98731768,0.630909091,0.076923077,-1,0
449.8055135,100,291.6389034,1.815668203,0,-1,0
576.4833042,83,61.03277808,0.723768737,0,-1,0
442.6036602,83,267.3934367,2.202185792,0,-1,0
693.9812678,100,117.3988927,0.577371048,0,-1,0
350,101,178.2028339,0,0,-1,0
617.683576,117,50.32891813,0.65377176,0,-1,0
560.8154777,117,18.5,0.899280576,0,-1,0
687.8001163,100,99.34913185,0.750909091,0,-1,0
367.1362145,84,174.2074912,0.027247956,0,-1,0
350,101,178.2028339,0,0,-1,0
584.6708476,100,76.29547824,0.67768595,0,-1,0
447.7700303,83,317.3314513,1.22614841,0,-1,0
568.2508249,100,42.24038352,0.771111111,0,-1,0
368,83,179.201702,0,0,-1,0
334,83,179.201702,0,0,-1,0
616.8451994,100,70.5301354,0.862955032,0,-1,0
351,100,178.2028339,0,0,-1,0
612.4997959,117,81.67772034,0.561797753,0,-1,0
350,84,179,0,0,-1,0
334,84,169.1892432,0,0,-1,0
598.9273746,100.4041832,36.30771268,0.802997859,0.09,-1,0
334,84.59314393,164.195006,0,0.119047619,-1,0
334,66.61080993,164.5,0,0.136363636,-1,0
334.1212355,83,164.7194585,0.026946108,0,-1,0
664.7540899,83,82.14164595,0.611992945,0,-1,0
367.1103376,84,192.687571,0.024523161,0,-1,0
367.4914965,84.48076704,192.1880589,0.051771117,0.107142857,-1,0
450.089991,116,230.5,0.02,0,-1,0
419.3626116,117,251.5998808,3.474137931,0,-1,0
350.1156952,84,192.5,0.025714286,0,-1,0
350,83.48652586,184.2403322,0,0.108433735,-1,0
368.1358445,83,193.1870855,0.027173913,0,-1,0
291.4395306,117,230.981601,18.1875,0,-1,0
333,84,188.1920562,0,0,-1,0
334.1496671,84.48076704,187.6705891,0.02994012,0.107142857,-1,0
466.6219026,100.4987562,326.6710884,1.576,0.1,-1,0
350.1156952,84,193.2491915,0.025714286,0,-1,0
368,83.48652586,192.687571,0,0.108433735,-1,0
351,83.48652586,192.5,0,0.108433735,-1,0
358.1522023,100.4041832,346.6302064,1.167381974,0.09,-1,0
334.1212355,84,183.6743041,0.026946108,0,-1,0
334,83.48652586,183.696761,0,0.108433735,-1,0
418.0968787,100.4041832,225.1421773,0.0215311,0.09,-1,0
434,100,225,0,0,-1,0
333.1215994,84,183.696761,0.027027027,0,-1,0
351.1424212,100,183.197298,0.028490028,0,-1,0
350.142828,84,193,0.028571429,0,-1,0
351.5138689,83,197.5,0.054131054,0,-1,0
417,117,225,0,0,-1,0
434.0933079,117,230.6219851,0.020737327,0,-1,0
334,84,188.1701358,0,0,-1,0
350,84,197,0,0,-1,0
351,84,188.7226801,0,0,-1,0
501.5117147,101,385.8267098,1.126126126,0,-1,0
334,84.48076704,183.7205759,0,0.107142857,-1,0
434,117,225.1604983,0,0,-1,0
