ShoulderDistance,EyeDistance,ShoulderEyeDistance,ShoulderSlope,EyeSlope,WristEyeDistance,posture
390.2332636,84.52810184,211.9628505,0.079691517,0.192771084,-1,0
389.2890957,83,211.9628505,0.038560411,0,-1,0
333,84.52810184,196.4993639,0,0.192771084,506.8690659,0
333,57.28001397,196,0,0.290909091,-1,0
333,57.28001397,196,0,0.290909091,512.786749,0
333,84.52810184,196.4993639,0,0.192771084,506.8690659,0
333,57.28001397,196,0,0.290909091,-1,0
333,84.52810184,196.4993639,0,0.192771084,506.8690659,0
333,84.52810184,196.4993639,0,0.192771084,506.8690659,0
333,84.52810184,196.4993639,0,0.192771084,506.8690659,0
333,83,204.4798279,0,0,-1,0
333,55,204,0,0,301.2030046,0
333,55,204,0,0,-1,0
333,83,204.4798279,0,0,-1,0
333,83,204.4798279,0,0,-1,0
333,55,204,0,0,-1,0
333,55,204,0,0,-1,0
474.0147677,83,211.0645636,0.065539112,0,-1,0
473.2377838,83,218.7881395,0.031712474,0,-1,0
635.0070866,84.34453154,403,1.017977528,0.180722892,-1,0
474.0147677,83,211.0645636,0.065539112,0,-1,0
474.0147677,84.34453154,218.3048327,0.065539112,0.180722892,-1,0
635.0070866,83,403.069783,1.017977528,0,-1,0
635.0070866,83,403.069783,1.017977528,0,-1,0
474.0147677,83,211.0645636,0.065539112,0,-1,0
445.2875475,83,200.4494949,0.035955056,0,-1,0
474.0147677,84.34453154,218.3048327,0.065539112,0.180722892,-1,0
474.0147677,83,211.0645636,0.065539112,0,-1,0
635.0070866,84.34453154,403,1.017977528,0.180722892,-1,0
474.0147677,83,211.0645636,0.065539112,0,-1,0
635.0070866,83,403.069783,1.017977528,0,141.7436066,0
474.0147677,83,225.5620757,0.065539112,0,-1,0
635.0070866,83,403.069783,1.017977528,0,141.7436066,0
473.2377838,83,233.3200591,0.031712474,0,-1,0
474.0147677,84.34453154,218.3048327,0.065539112,0.180722892,134.2851444,0
474.0147677,84.34453154,218.3048327,0.065539112,0.180722892,134.2851444,0
635.0070866,83,403.069783,1.017977528,0,141.7436066,0
635.0070866,111,417.0674406,1.017977528,0,141.0008865,0
635.0070866,111,417.0674406,1.017977528,0,141.0008865,0
635.0070866,83,403.069783,1.017977528,0,141.7436066,0
635.0070866,111,417.0674406,1.017977528,0,-1,0
635.0070866,111,417.0674406,1.017977528,0,141.0008865,0
390.3280671,111,211.0005924,0.041025641,0,-1,0
390.3280671,85.51023331,219.4470323,0.041025641,0.19047619,-1,0
390.3280671,111,211.0005924,0.041025641,0,-1,0
445.2875475,112,211.0005924,0.035955056,0,-1,0
390,112,235,0,0,-1,0
390.3280671,112,242,0.041025641,0,-1,0
390.3280671,112,228.7203533,0.041025641,0,-1,0
390.3280671,112,227,0.041025641,0,-1,0
390.3280671,84,227.4313083,0.041025641,0,-1,0
390.3280671,112,227,0.041025641,0,-1,0
362,85.51023331,212.8497122,0,0.19047619,-1,0
390.3280671,113.137085,219,0.041025641,0.142857143,-1,0
362,112,222.9910312,0,0,-1,0
390.3280671,112,228.7203533,0.041025641,0,-1,0
362,112,222.9910312,0,0,-1,0
419.223091,112,235.4166519,0.076555024,0,-1,0
419.223091,112,235.4166519,0.076555024,0,-1,0
418.306108,112,227.4313083,0.038277512,0,-1,0
390.3280671,112,228.7203533,0.041025641,0,-1,0
390,112,235,0,0,-1,0
418.306108,112,211.4639449,0.038277512,0,-1,0
418.306108,113,234.9175387,0.038277512,0.133928571,-1,0
391.2301113,112,221.2786705,0.079487179,0,-1,0
390,112,235,0,0,-1,0
418.306108,112,227.4313083,0.038277512,0,-1,0
390.3280671,112,227,0.041025641,0,-1,0
390,84,219.4470323,0,0,-1,0
390.3280671,112,228.7203533,0.041025641,0,-1,0
390.3280671,112,228.7203533,0.041025641,0,-1,0
390.3280671,112,228.7203533,0.041025641,0,-1,0
390,84,235.4166519,0,0,-1,0
390.3280671,112,228.7203533,0.041025641,0,-1,0
418,112,235.4166519,0,0,-1,0
390.3280671,112,228.7203533,0.041025641,0,-1,0
390.3280671,113,236.1657257,0.041025641,0.133928571,-1,0
390,112,235,0,0,-1,0
390,112,235,0,0,-1,0
390.3280671,84,227.4313083,0.041025641,0,-1,0
390.3280671,112,227,0.041025641,0,-1,0
390.3280671,84,227.4313083,0.041025641,0,-1,0
390.3280671,84,227.4313083,0.041025641,0,-1,0
390.3280671,112,228.7203533,0.041025641,0,-1,0
390.3280671,84,227.4313083,0.041025641,0,-1,0
390.3280671,84,227.4313083,0.041025641,0,-1,0
391.2301113,84,219.9460161,0.079487179,0,-1,0
390.3280671,84,227.4313083,0.041025641,0,-1,0
390.3280671,84,227.4313083,0.041025641,0,-1,0
390.3280671,112,227,0.041025641,0,-1,0
390.3280671,84,227.4313083,0.041025641,0,-1,0
362,112,234.4184293,0,0,-1,0
362.3106402,112,242.9037875,0.041436464,0,-1,0
362.3106402,112,226.9322586,0.041436464,0,-1,0
418,112,250.3916932,0,0,-1,0
362.3106402,84,211.5,0.041436464,0,-1,0
362,84,219,0,0,-1,0
362.3106402,84,211.5,0.041436464,0,-1,0
362.3534186,84,211,0.044198895,0,-1,0
362,84,219,0,0,-1,0
362,84,219,0,0,-1,0
362.3534186,84,211,0.044198895,0,-1,0
362.3534186,84,227,0.044198895,0,-1,0
362.3534186,84,227,0.044198895,0,-1,0
362,84,219,0,0,-1,0
390.3280671,84,227.4313083,0.041025641,0,-1,0
362.3534186,84,211,0.044198895,0,-1,0
418.306108,85.32877592,234.5,0.038277512,0.178571429,-1,0
418.306108,84,227,0.038277512,0,-1,0
446,112,235,0,0,-1,0
418,113.137085,243.4029581,0,0.142857143,-1,0
446.2521709,112,242.5,0.033632287,0,-1,0
474.0147677,140.9113196,258.5004836,0.065539112,0.114285714,-1,0
473.2377838,140,258.5004836,0.031712474,0,-1,0
446.2869032,112,243,0.035874439,0,-1,0
473.2705357,140,258.0004845,0.033826638,0,-1,0
418,112,250.3916932,0,0,-1,0
418.306108,112,242.4046204,0.038277512,0,-1,0
418.306108,112,242.4046204,0.038277512,0,-1,0
390.2883549,113,219,0.038461538,0.133928571,-1,0
446.2869032,112,258,0.035874439,0,-1,0
391.2301113,112,218.5,0.079487179,0,-1,0
390.2883549,112,211.5,0.038461538,0,-1,0
362.3106402,85.51023331,203.5,0.041436464,0.19047619,-1,0
418.1506905,84,203.5006142,0.074340528,0,-1,0
362.3534186,85.32877592,203.5,0.044198895,0.178571429,-1,0
417.3068415,112,227.4010774,0.038369305,0,-1,0
445.2875475,112,243.0005144,0.035955056,0,-1,0
445.2875475,112,243.0005144,0.035955056,0,-1,0
473.2377838,112,258.9063537,0.031712474,0,-1,0
417.3068415,112,227.4010774,0.038369305,0,-1,0
473.2377838,113.137085,250.9193097,0.031712474,0.142857143,-1,0
473.2705357,112,274.3833996,0.033826638,0,-1,0
473.2377838,112,258.9063537,0.031712474,0,-1,0
473.2377838,112,258.9063537,0.031712474,0,-1,0
502.2041418,140,273.8580837,0.094,0,-1,0
446.2521709,112,273.5,0.033632287,0,-1,0
446,112,266,0,0,-1,0
447.475139,111,258.5,0.105617978,0,-1,0
418,111,266.3423549,0,0,-1,0
446,111,267.4177444,0,0,-1,0
445,111,266,0,0,-1,0
445.2875475,84,258.3529562,0.035955056,0,-1,0
446,111,252.5019802,0,0,-1,0
418.306108,111,246.5182549,0.038277512,0,-1,0
418,112,235.4166519,0,0,-1,0
418,112,235.4166519,0,0,-1,0
446.2869032,111,244.5511194,0.035874439,0,-1,0
418.306108,112,227.4313083,0.038277512,0,-1,0
418.306108,85.32877592,234.5,0.038277512,0.178571429,-1,0
390.3280671,84,227.4313083,0.041025641,0,-1,0
418,113,242.9037875,0,0.133928571,-1,0
390.3280671,112,227,0.041025641,0,-1,0
390.3280671,84,227.4313083,0.041025641,0,-1,0
390.3280671,84,227.4313083,0.041025641,0,-1,0
390,84,235.4166519,0,0,-1,0
335.4355378,84,219.9460161,0.092814371,0,-1,0
391.2301113,84,219.9460161,0.079487179,0,-1,0
363.3249235,112,219.9460161,0.085635359,0,-1,0
391.3106183,112,219,0.082051282,0,-1,0
445,112.0089282,242.5,0,0.135135135,-1,0
473,111,250.3916932,0,0,-1,0
445,111,235,0,0,-1,0
389,112,251.5079522,0,0,-1,0
417.269697,111,242.9037875,0.035971223,0,-1,0
417.269697,111,242.9037875,0.035971223,0,-1,0
417,112,234.3890996,0,0,-1,0
417.269697,112,242.8754825,0.035971223,0,-1,0
473,113.137085,246.5182549,0,0.142857143,-1,0
418.1506905,111,250.8909125,0.074340528,0,-1,0
609.3291393,112.1472247,445.0631978,1.205655527,0.144144144,-1,0
639.6201998,111,459.078697,1.163069544,0,-1,0
417,111,235.4166519,0,0,-1,0
417,111,235.4166519,0,0,-1,0
417.3068415,111,227.4313083,0.038369305,0,-1,0
417,112.1472247,227.4313083,0,0.144144144,-1,0
390.3280671,112,211,0.041025641,0,-1,0
390,84,235.4166519,0,0,-1,0
390.3280671,112,211,0.041025641,0,-1,0
445.2875475,111,227,0.035955056,0,-1,0
445,111,235,0,0,-1,0
445.2527372,111,242.5,0.033707865,0,-1,0
417,111,235.4166519,0,0,-1,0
417.3068415,111,227.4313083,0.038369305,0,-1,0
417.3068415,111,227.4313083,0.038369305,0,-1,0
445.2527372,111,226.5,0.033707865,0,-1,0
389.3289098,111,211,0.041131105,0,-1,0
362.3534186,111,211.431431,0.044198895,0,-1,0
362,84,203,0,0,-1,0
417,111,219.4470323,0,0,-1,0
390.3280671,111,228.6596816,0.041025641,0,-1,0
390,111,225.9231064,0,0,-1,0
391.3106183,84,219.4470323,0.082051282,0,-1,0
417.3068415,113.137085,219.4157014,0.038369305,0.142857143,-1,0
418.306108,84,228.7203533,0.038277512,0,-1,0
389.3289098,112.1472247,219,0.041131105,0.144144144,-1,0
417,111,235.4166519,0,0,-1,0
417.3068415,111,227.4313083,0.038369305,0,-1,0
389.3289098,112.1472247,219,0.041131105,0.144144144,-1,0
389.3289098,83,211.4639449,0.041131105,0,-1,0
389.3289098,111,227,0.041131105,0,-1,0
361.3543967,83,227,0.04432133,0,-1,0
685.5370158,111,445.7695593,0.938,0,-1,0
361.3543967,84.52810184,219,0.04432133,0.192771084,-1,0
361,83,219,0,0,-1,0
361,83,203,0,0,-1,0
417,83,219,0,0,-1,0
417,83,219,0,0,-1,0
417,83,219,0,0,-1,0
389.3289098,111,195,0.041131105,0,-1,0
389,84,214.5675884,0,0,-1,0
417.3068415,111,195.5019181,0.038369305,0,-1,0
417,83,219,0,0,-1,0
646.5183679,111,445.269862,1.053932584,0,-1,0
417,83,219,0,0,-1,0
417,84,204.8542165,0,0,-1,0
417,83,203,0,0,-1,0
417.3068415,83,195,0.038369305,0,-1,0
417,84.52810184,211,0,0.192771084,-1,0
417,83,235,0,0,-1,0
389,83,250.3916932,0,0,-1,0
361.3543967,83,258,0.04432133,0,-1,0
389.3289098,83,211.4639449,0.041131105,0,-1,0
389,84.52810184,211.4639449,0,0.192771084,-1,0
389,111,219,0,0,-1,0
361.3543967,83,242,0.04432133,0,-1,0
417,111,219.4470323,0,0,-1,0
417,111,235.4166519,0,0,-1,0
445,111,220.7826986,0,0,-1,0
417.3068415,113.137085,203.4483964,0.038369305,0.142857143,-1,0
418,112,203.482186,0,0,-1,0
445,83,219.4470323,0,0,-1,0
419.6403222,85.32877592,204.8542165,0.112709832,0.178571429,-1,0
417,83,219,0,0,-1,0
417,112,219.4157014,0,0,-1,0
417,111,219.4470323,0,0,-1,0
389.3289098,84,227.4010774,0.041131105,0,-1,0
417,111,219.4470323,0,0,-1,0
417.3068415,111,227.4313083,0.038369305,0,-1,0
417.3068415,111,211.4639449,0.038369305,0,-1,0
390.2332636,111,205.4172583,0.079691517,0,-1,0
639.6201998,111,403.069783,1.163069544,0,-1,0
389,83,203.482186,0,0,-1,0
417,111,203.482186,0,0,-1,0
417.3068415,84,211.0005924,0.038369305,0,-1,0
417.3068415,112,211.431431,0.038369305,0,-1,0
417.3068415,111,211.4639449,0.038369305,0,-1,0
390,113.137085,211,0,0.142857143,-1,0
418,84,203,0,0,-1,0
390.3280671,113.137085,219,0.041025641,0.142857143,-1,0
417.3068415,112,227.4010774,0.038369305,0,-1,0
390.2883549,112,211.5,0.038461538,0,-1,0
418.1506905,139.917833,226.5,0.074340528,0.115107914,-1,0
417.3068415,112,227.4010774,0.038369305,0,-1,0
445.2875475,112,227.0005507,0.035955056,0,-1,0
445.2527372,112,244.0542972,0.033707865,0,-1,0
390.3280671,113.137085,220.7826986,0.041025641,0.142857143,-1,0
362.3534186,112,227.4313083,0.044198895,0,-1,0
391.3106183,85.51023331,227.4313083,0.082051282,0.19047619,-1,0
674.6917815,111,445.5631268,0.906,0,-1,0
389.3289098,111,227,0.041131105,0,-1,0
333,83,219.4470323,0,0,-1,0
389.3289098,84.34453154,234.9175387,0.041131105,0.180722892,-1,0
389,111,219,0,0,-1,0
417.3068415,83,243,0.038369305,0,-1,0
417.3068415,111,243.4029581,0.038369305,0,-1,0
445.2527372,111,273.5,0.033707865,0,-1,0
389.3289098,111,242,0.041131105,0,-1,0
417.3068415,111,227.4313083,0.038369305,0,-1,0
418.1506905,112.1472247,242.9037875,0.074340528,0.144144144,-1,0
362.3534186,84,242,0.044198895,0,-1,0
362.3534186,84,242,0.044198895,0,-1,0
417.3068415,112,243.3747111,0.038369305,0,-1,0
362,84,188,0,0,-1,0
362.3534186,113,203.981004,0.044198895,0.133928571,544.8726916,0
362,111,219.4157014,0,0,-1,0
362.3106402,112,226.9322586,0.041436464,0,-1,0
362,113.137085,227.4313083,0,0.142857143,574.4214481,0
362.3534186,112,227.4313083,0.044198895,0,-1,0
362.3534186,112,211.4639449,0.044198895,0,-1,0
362,112,235.4166519,0,0,-1,0
389,84,203.4483964,0,0,-1,0
389.3289098,111,227,0.041131105,0,-1,0
389,111,219,0,0,-1,0
389,112,220.7198451,0,0,-1,0
362.3534186,84,211,0.044198895,0,-1,0
389.3289098,111,211,0.041131105,0,-1,0
362,84,203,0,0,-1,0
390.3280671,112,211,0.041025641,0,-1,0
417.3068415,111,211.4639449,0.038369305,0,-1,0
362,84,204.9219364,0,0,-1,0
362,84,220.7826986,0,0,-1,0
389.3289098,84,211.431431,0.041131105,0,-1,0
362,112,203.482186,0,0,-1,0
362,112,219.4470323,0,0,-1,0
362.3534186,112,227.4313083,0.044198895,0,-1,0
362,112,219.4470323,0,0,-1,0
390.3139762,83,219.4470323,0.082262211,0,-1,0
389.3289098,111,211,0.041131105,0,-1,0
389,84,219.4157014,0,0,-1,0
389.3289098,84,227.4010774,0.041131105,0,-1,0
389,112.1472247,211,0,0.144144144,-1,0
389.3289098,84,242.3762571,0.041131105,0,-1,0
389,111,219,0,0,-1,0
389,84,250.3642347,0,0,-1,0
389.3289098,112,212.7845154,0.041131105,0,-1,0
417,111,188.5205559,0,0,-1,0
389.3289098,112,196.9295559,0.041131105,0,-1,0
389,112,220.7198451,0,0,-1,0
389.3289098,84,195.4667491,0.041131105,0,-1,0
389.3289098,84,195.4667491,0.041131105,0,-1,0
389,112,204.8542165,0,0,-1,0
334.3830139,113.137085,204.9219364,0.047904192,0.142857143,-1,0
362,113.137085,211.4639449,0,0.142857143,-1,0
362.3534186,112,211.4639449,0.044198895,0,-1,0
417.3068415,112,211.431431,0.038369305,0,-1,0
389,112,204.8542165,0,0,-1,0
417.3068415,84,211.0005924,0.038369305,0,-1,0
417,112,222.8973979,0,0,-1,0
417.3068415,113.137085,219.4157014,0.038369305,0.142857143,-1,0
390.3280671,112,259.5149321,0.041025641,0,-1,0
362,111,259.4807315,0,0,-1,0
389.3289098,111,256.7839559,0.041131105,0,-1,0
362,112,235.4166519,0,0,-1,0
390,112,251.5631134,0,0,-1,0
389,113.137085,228.6596816,0,0.142857143,-1,0
389.3289098,84,227.4010774,0.041131105,0,-1,0
417,85.32877592,213.280332,0,0.178571429,-1,0
389,112,236.6035714,0,0,-1,0
389,112,205.8452088,0,0,-1,0
389,112,205.8452088,0,0,-1,0
389,111,204,0,0,-1,0
417,84,205.8452088,0,0,-1,0
389.3289098,111,196,0.041131105,0,-1,0
417,112,204.4462032,0,0,-1,0
389,112,205.8452088,0,0,-1,0
389.3289098,112,212.7845154,0.041131105,0,-1,0
389,112,205.8452088,0,0,-1,0
362.3534186,112,211.4639449,0.044198895,0,-1,0
334,84,203.482186,0,0,-1,0
362,112,203.482186,0,0,-1,0
334.3366567,84,196.0006378,0.04491018,0,-1,0
363.3249235,113.137085,196.0006378,0.085635359,0.142857143,-1,0
334.3366567,84,196.0006378,0.04491018,0,-1,0
362.3534186,113.137085,207.2993005,0.044198895,0.142857143,-1,0
417.3068415,113.137085,222.8973979,0.038369305,0.142857143,-1,0
390.3280671,84,195.5019181,0.041025641,0,-1,0
417.3068415,112,211.431431,0.038369305,0,-1,0
417.3068415,84,211.0005924,0.038369305,0,-1,0
418.2260155,112.1472247,211.4639449,0.076738609,0.144144144,-1,0
417.3068415,112,215.0424377,0.038369305,0,-1,0
391.3106183,113.137085,227,0.082051282,0.142857143,-1,0
390,113.137085,212.8497122,0,0.142857143,-1,0
418.2260155,112,235.3874466,0.076738609,0,-1,0
417.3068415,84,197.919807,0.038369305,0,-1,0
417.3068415,85.32877592,205.3497017,0.038369305,0.178571429,-1,0
417.3068415,112,215.0424377,0.038369305,0,-1,0
362.3534186,84,212.8497122,0.044198895,0,-1,0
417,84,205.8452088,0,0,-1,0
389.3289098,112,212.7845154,0.041131105,0,-1,0
417.3068415,112,196.4643734,0.038369305,0,-1,0
445,112,190.0006579,0,0,-1,0
389.3289098,112,212.7845154,0.041131105,0,-1,0
389.3289098,112,197.919807,0.041131105,0,-1,0
417,112,208.1784091,0,0,-1,0
417,112,188.4840842,0,0,-1,0
417.3068415,112,196.4643734,0.038369305,0,-1,0
389.3289098,112,182.0885773,0.041131105,0,-1,0
417,113.137085,196.4643734,0,0.142857143,-1,0
417.3068415,112,180.5055401,0.038369305,0,-1,0
390.3280671,84,196.4993639,0.041025641,0,-1,0
417.3068415,112,180.5055401,0.038369305,0,-1,0
334.3366567,113.137085,189.5791391,0.04491018,0.142857143,-1,0
334,84,203.482186,0,0,-1,0
362.3534186,113,188.0219402,0.044198895,0.133928571,-1,0
334,84,203.482186,0,0,-1,0
334,84,203.482186,0,0,539.7962579,0
334,84,203.482186,0,0,-1,0
334,85.51023331,195.5019181,0,0.19047619,533.085359,0
334,84,187.5233319,0,0,-1,0
334,84,203.482186,0,0,-1,0
390,85.51023331,215.1394896,0,0.19047619,-1,0
362.3534186,112,195.5019181,0.044198895,0,-1,0
390.3280671,84,195.5019181,0.041025641,0,-1,0
362.3534186,112,195.5019181,0.044198895,0,-1,0
390.3280671,112,195,0.041025641,0,-1,0
389.3289098,112,212.7845154,0.041131105,0,-1,0
362.3534186,112,211.4639449,0.044198895,0,-1,0
362.3534186,113.137085,203.482186,0.044198895,0.142857143,-1,0
362.3534186,84,197,0.044198895,0,-1,0
362.3534186,113.137085,203.482186,0.044198895,0.142857143,-1,0
362.3534186,112,195.5019181,0.044198895,0,-1,0
389,112,204.8542165,0,0,-1,0
362.3534186,112,195.5019181,0.044198895,0,-1,0
362.3534186,113,188.0219402,0.044198895,0.133928571,-1,0
362.3534186,113,188.0219402,0.044198895,0.133928571,-1,0
362.3534186,84,197,0.044198895,0,-1,0
362.3534186,113,188.0219402,0.044198895,0.133928571,-1,0
389,113,197.4246692,0,0.133928571,-1,0
362.3534186,84,197,0.044198895,0,-1,0
334,84,187.5233319,0,0,-1,0
389,112,190.0006579,0,0,-1,0
334,113.137085,182.1647606,0,0.142857143,-1,0
306,85.51023331,180,0,0.19047619,-1,0
306.4180151,113.137085,172.5688268,0.052287582,0.142857143,-1,0
334,84,188.5205559,0,0,-1,0
362.3106402,113.137085,188.0219402,0.041436464,0.142857143,-1,0
334,113.137085,180,0,0.142857143,-1,0
362.3534186,84,211,0.044198895,0,-1,0
389.3289098,84,199.3671237,0.041131105,0,-1,0
362,112,203.482186,0,0,-1,0
389.2890957,83,196.0006378,0.038560411,0,-1,0
389.3289098,85.51023331,222.8973979,0.041131105,0.19047619,-1,0
389,111,219,0,0,-1,0
362,111,234.3890996,0,0,-1,0
390.2332636,111,203.5,0.079691517,0,-1,0
389,111,234,0,0,-1,0
389.3289098,111,242,0.041131105,0,-1,0
389,111,219,0,0,-1,0
389,111,219,0,0,-1,0
389,111,219,0,0,-1,0
389,111,219,0,0,-1,0
389,111,219,0,0,-1,0
417.3068415,111,227.4313083,0.038369305,0,-1,0
389.3289098,111,227,0.041131105,0,-1,0
654.9335844,111,431.0652503,0.957716702,0,-1,0
390.3280671,111,228.6596816,0.041025641,0,-1,0
674.6917815,111,445.5631268,0.906,0,-1,0
654.9335844,83,445.0631978,0.957716702,0,-1,0
654.9335844,111,459.0612704,0.957716702,0,-1,0
418.306108,113.137085,219.4470323,0.038277512,0.142857143,-1,0
389.3289098,84,211.431431,0.041131105,0,-1,0
418.1506905,113,211.431431,0.074340528,0.133928571,-1,0
419.1479452,113,211.4639449,0.074162679,0.133928571,-1,0
528.2423686,112,290.3377344,0.03030303,0,-1,0
500,112,298,0,0,-1,0
446.0784684,111,266.5,0.069662921,0,-1,0
445,111,267.4696244,0,0,-1,0
445.2527372,111,258.5,0.033707865,0,-1,0
445.2527372,112.1472247,252.0600127,0.033707865,0.144144144,-1,0
445,111,251.5631134,0,0,-1,0
445.2527372,112,259.9586506,0.033707865,0,-1,0
445.2527372,112.1472247,252.0600127,0.033707865,0.144144144,-1,0
445,112,251.5079522,0,0,-1,0
446.2521709,112,242.5,0.033632287,0,-1,0
445,113.137085,275.3765604,0,0.142857143,-1,0
627.624888,112,417.8064743,1.597597598,0,-1,0
614.1213235,112,418.1892514,1.54954955,0,-1,0
626.7734838,139,445.1207701,1.787581699,0,-1,0
613.7263234,140.9113196,417.0767315,1.738562092,0.114285714,180.5436235,0
613.7263234,140,417.3068415,1.738562092,0,-1,0
473.2705357,139,279.4655614,0.033826638,0,-1,0
473,139,287.5065217,0,0,-1,0
446.2869032,111,294.2809032,0.035874439,0,-1,0
445,111,266,0,0,-1,0
445.2875475,111,286.2953021,0.035955056,0,-1,0
417.3068415,111,274.3574311,0.038369305,0,-1,0
445.2875475,111,275.4269413,0.035955056,0,-1,0
417.3068415,111,274.3574311,0.038369305,0,-1,0
669.3466964,111,445.2875475,1.123595506,0,-1,0
646.5183679,111,473.0002643,1.053932584,0,-1,0
663.4342469,111,431.6676963,1.237410072,0,-1,0
663.4342469,111,431.6676963,1.237410072,0,-1,0
663.4342469,112.1472247,431.2968815,1.237410072,0.144144144,-1,0
681.3816845,111,445.6467211,1.159550562,0,-1,0
417.3068415,112.0089282,234.9175387,0.038369305,0.135135135,-1,0
418.2260155,83,250,0.076738609,0,-1,0
447.475139,112.1472247,250.5,0.105617978,0.144144144,-1,0
418.2260155,83,266,0.076738609,0,-1,0
445,111,282,0,0,-1,0
663.4342469,111,432.760904,1.237410072,0,-1,0
418.2260155,83,266,0.076738609,0,-1,0
651.0675848,139.917833,501.0638682,1.199040767,0.115107914,-1,0
663.4342469,111,459.6270227,1.237410072,0,-1,0
419.6403222,112,258.8522745,0.112709832,0,-1,0
446.1490782,111,266,0.071910112,0,-1,0
417.3068415,111,258.3795658,0.038369305,0,-1,0
445.2875475,111,258,0.035955056,0,-1,0
446.1490782,111,266,0.071910112,0,-1,0
417.3068415,83,242,0.038369305,0,-1,0
417,84.52810184,258,0,0.192771084,-1,0
417.3068415,111,258.3795658,0.038369305,0,-1,0
417.3068415,111,274.3574311,0.038369305,0,-1,0
417.3068415,112.1472247,266.3681663,0.038369305,0.144144144,-1,0
417,111,266.3681663,0,0,-1,0
417.3068415,111,258.3795658,0.038369305,0,-1,0
417.3068415,112.1472247,266.3681663,0.038369305,0.144144144,-1,0
445,111,282,0,0,-1,0
417.3068415,111,258.3795658,0.038369305,0,-1,0
663.4342469,111,459.0697115,1.237410072,0,-1,0
663.4342469,139,445.5939856,1.237410072,0,-1,0
663.4342469,139,445.5939856,1.237410072,0,-1,0
445.2875475,111,258,0.035955056,0,-1,0
389,139,204.4798279,0,0,-1,0
651.0675848,139,445,1.199040767,0,-1,0
663.4342469,139,445.5939856,1.237410072,0,-1,0
663.4342469,139,445.6467211,1.237410072,0,-1,0
418.2260155,111,266.3681663,0.076738609,0,-1,0
446.1490782,111,250,0.071910112,0,-1,0
418.2260155,111,266.3681663,0.076738609,0,-1,0
